 i`d have responded,0
 sooo sad i will miss you here in san diego!!!,-1
my boss is bullying me...,-1
 what interview! leave me alone,-1
 sons of ****,-1
 - some shameless plugging for the best rangers forum on earth,0
2am feedings for the baby are fun when he is all smiles and coos,1
soooo high,0
 both of you,0
 journey!? wow... u just became cooler.  hehe... (is that possible!?),1
 as much as i love to be hopeful,0
i really really like the song love story by taylor swift,1
my sharpie is running dangerously low on ink,-1
i want to go to music tonight but i lost my voice.,-1
test test from the lg env2,0
uh oh,-1
 s`ok,-1
i`ve been sick for the past few days  and thus,-1
is back home now      gonna miss every one,-1
hes just not that into you,0
 oh marly,0
playing ghost online is really interesting. the new updates are kirin pet and metamorph for third job.  can`t wait to have a dragon pet,1
is cleaning the house for her family who is comming later today..,0
gotta restart my computer .. i thought win7 was supposed to put an end to the constant rebootiness,0
see wat i mean bout foll0w friidays... it`s called lose f0llowers friday... smh,0
the free fillin` app on my ipod is fun,1
  i`m sorry.,-1
on the way to malaysia...no internet access to twit,-1
juss came backk from berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,1
went to sleep and there is a power cut in noida  power back up not working too,-1
i`m going home now. have you seen my new twitter design? quite....heavenly isn`****?,1
i hope unni will make the audition . fighting dahye unni !,1
 if it is any consolation i got my bmi tested hahaha it says i am obesed  well so much for being unhappy for about 10 minutes.,-1
 that`s very funny.  cute kids.,1
 ahhh,0
thats it,0
born and raised in nyc and living in texas for the past 10 years!  i still miss ny,-1
just in case you wonder,0
i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,-1
a little happy for the wine jeje ok it`sm my free time so who cares,1
 car not happy,0
im an avid fan of **** magazine and i love your magazines,1
mayday?!,0
ratt rocked nashville tonite..one thing sucked,0
 i love to! but i`m only available from 5pm.  and where dear? would love to help  convert her vids.ã¯â¿â½,1
the girl in the hair salon asked me 'shall i trim your eyebrows!' how old do i feel?,0
egh blah and boooooooooooo i dunno wanna go to work  hangovers suckkkkkk im a drunk mess!,-1
:visiting my friendster and facebook,0
i donbt like to peel prawns,-1
 which case? i got a new one last week and i`m not thrilled at all with mine.,-1
 then you should check out  and connect with other tweeple who hate twitter,0
 also bored at school,0
 hm... both of us i guess...,0
 it is ****...u have dissappointed me that past few days,-1
 romance zero is funny,1
 i`d rather do the early run..but i am a morning runner,0
bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,-1
will be back later.  ,0
aw. torn ace of hearts  #hunchback,-1
 what fun are you speaking of?,0
i lost all my friends,-1
 haha yes,0
i give in to easily,-1
what better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? our wine was a red,1
mannnn..... _ got an iphone!!! im jealous....  ,-1
is at a photoshoot.,0
  he`s awesome... have you worked with him before? he`s a good friend.,1
yay playing a show tonight! boo it`s gonna soggy and i`m at work right before playing,0
chilliin,1
 if you know such agent,0
i still smell of smoke  #kitchenfire,0
 a celtics-lakers rematch sounds better don`t you think? lol,1
anyone have an extra keane ticket? i promise to buy you a drink and take rad pics for your fb / blog / flickr.,0
'you can ride one,0
 she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,0
ok - i`m out of here for now. just popped in to say hi and check on things. i`ll probably head to the guttah later on tonight,0
wow,-1
 my sources say no,0
i am sooo tired,-1
 hey,0
 thank yyyyyyyyyoooooooooouuuuu!,1
 lucky kid...i so wanna see loserville  pity im in oz....,1
fell asleep waiting for my ride!,0
sick. with a flu like thing.,-1
still no reply from  about my simfinger problem  so no irape parody video until i get a response,-1
happy star wars day everyone! and enjoy the holiday (uk),1
 miles from you   i`m in essex so give me plenty of warning so i can arrive in time to get at least one of those free beers.,0
his snoring is so annoying n it keeps me from sleeping (like right now,0
i miss you bby      wish you were going tomorrow to make me do good.,-1
 well what im working on isn`t quite ready to post about publicly (still beta testing) but its a cool new script i coded,1
 sweeeeet - san fran is awesome!!!!  love it there,1
_mounce yes and it lasts way past my bedtime!,0
 hi  how are you doing ???  *just joined twitter...*,0
waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,-1
eating ice cream and then getting ready for graduation.,0
happy mothers day to all you mums out there,1
 casey`s gone?!?! but why?! so,-1
 hemp cloth is marvelous but unfortunately no,-1
gonna read a story bout adam lambert online then bed. nighty night,0
 we saw that in none 3d - the baddie`s the best,1
4am. and im on the beach. pretty,1
 certainly not cheers than,0
1 week post my'horrible,-1
i realy wanted to go out cause its so nice but everybodys busy,-1
 awesome.  i`m down in ocean beach (if you know where that is.) by the way. 'yourbiggestfan' i`m a re-al big fan of you-rs.,1
at least i get to watch over time  let`s go pens!!,0
 cool i wear black most of the time when i go out,0
 haha i do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,1
 have a safe trip joshy poo.......you`ll knock them dead at your speech,1
 woof,1
if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,0
  has tickets.......?,0
thank you,1
 acsm. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,0
aww,1
so many tests todayyy  i don`t feel confident about anyy.,-1
graduation is done  im a little sad.. anyone want to hang out???,-1
 hahaa your awesomee !,1
holy smokes! star trek was freaking awesomeeeee,1
i hate fallout 3 it keeps making me jump,0
 i had it! on my itunes,0
what`s with the gloomy weather? the sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,0
not looking forward to next week: maths,-1
 poor you  get outside and sleep in the garden,-1
not well,-1
 not a prob hun,1
at dads,0
 absolutely,0
 what`s the matter chickadee?,0
 hey mia!  totally adore your music.  when will your cd be out?,1
shopping. cleaning. bmfing. webcam chatting with nephews. nothing spesh,1
 =o you need to ask him something? lmao i love him too,1
 those splinters look very painful...but you were being very heroic saving mr. pickle,-1
 why are you sad?,-1
 nice to see you tweeting!  it`s sunday 10th may and we`re celebrating mother`s day here today. so be nice to yer mom,1
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  age of the instant gratification....,1
 namaskar & namaste r both the same. marathi people say namaskar! its a marathi word.... should i ? ...naaaah !,0
 congrats!  i cuss like that in a matter of minutes,0
humous and dorito`s.... oh yes,0
missed all the awesome weather,-1
today is going to be a normal day for i hope. we had a group of pilots from a large airline come in last night so it was too much drink,0
these kids are terrible! if i was in good evans,-1
unfortunatley,-1
 what`s sad is that i actually had to google that term. that sucks,-1
hate fighting,-1
 i watched that too!!! i didnt want her to win,0
car-warmed sprite tastes like sore throat,-1
